arabic_word,meaning_korean,meaning_primary,example_sentence,sentence_meaning,chapter,root,verb_form,pattern,level,source
اِسْتَنْتَخَ,,복제하다,اِسْتَنْتَخْتُ نُسْخَةً مِنْ اَلْوَثِيْقَةِ.‎,나는 그 문서의 사본을 복제했다.,,ن-ت-خ,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْتَشَ,,구출하다,اِسْتَنْتَشَ الْغَوَّاصُ الْجُثَّةَ مِنَ الْبَحْرِ (Istantaša al-ghawwāṣu al-juththata mina al-baḥri),잠수부가 바다에서 시체를 건져 올렸다.,,ن-ت-ش,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْتَظَ,,기다리다,اِسْتَنْتَظَرْتُ رِسَالَتَكَ بِفَارِغِ الصَّبْرِ.,나는 당신의 편지를 몹시 기다렸습니다.,,ن-ت-ظ,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْتَقَ,,추론하다,اِسْتَنْتَقَ الْعَالِمُ النَّتَائِجَ مِنَ التَّجْرِبَةِ.‎,그 과학자는 실험으로부터 결과들을 추론했다.,,ن-ت-ق,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْتَمَ,,악취를 풍기다,اِسْتَنْتَمَ الْمَكَانُ بِرَائِحَةٍ كَرِيهَةٍ.,그 장소는 역겨운 냄새로 악취가 났다.,,ن-ت-م,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْتَهَ,,결론짓다,اِسْتَنْتَهَ الْبَاحِثُ إِلَى نَتَائِجَ مُهِمَّةٍ. (Istanataha al-baahithu ila nataa'ija muhimmatin.),연구자는 중요한 결과에 도달했다/결론지었다.,,ن-ت-ه,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْجَحَ,,성공하다,اِسْتَنْجَحَ الطَّالِبُ فِي الاِمْتِحَانِ بِتَفَوُّقٍ.,학생은 시험에서 뛰어난 성적으로 성공했다.,,ن-ج-ح,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْحَلَ,,도용하다,إِسْتَنْحَلَ الكَاتِبُ أَفْكَارَ غَيْرِهِ فِي كِتَابِهِ. ,작가는 그의 책에서 다른 사람의 아이디어를 도용했다.,,ن-ح-ل,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْحَنَ,,기침하다,اِسْتَنْحَنَ الرَّجُلُ قَبْلَ أَنْ يَتَكَلَّمَ.,남자는 말하기 전에 기침을 했다.,,ن-ح-ن,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْدَقَ,,표준화하다,يجب أن تستندق الشركة جميع منتجاتها.,회사는 모든 제품을 표준화해야 한다.,,ن-د-ق,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْزَعَ,,추출하다,اِسْتَنْزَعَ الْمُحَقِّقُ اعْتِرَافًا مِنَ الْمُتَّهَمِ.,수사관은 피고로부터 자백을 받아냈다.,,ن-ز-ع,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْزَلَ,,끌어내리다,اِسْتَنْزَلَ اللَّهُ الْمَطَرَ مِنَ السَّمَاءِ.,알라는 하늘에서 비를 내리셨다.,,ن-ز-ل,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْسَبَ,,혈통 주장,اِسْتَنْسَبَ الرَّجُلُ إِلَى قَبِيلَةٍ مَشْهُورَةٍ.,그 남자는 유명한 부족의 혈통을 주장했다.,,ن-س-ب,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْشَرَ,,흩뿌리다,اِسْتَنْشَرَ الْخَبَرُ فِي الْمَدِينَةِ بِسُرْعَةٍ.,그 소식이 도시 전체에 빠르게 퍼졌다.,,ن-ش-ر,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْصَرَ,,원조를 구하다,اِسْتَنْصَرَ الْجَيْشُ بِالْمُدَنِيِّينَ.‎,군대는 민간인들에게 원조를 요청했다.,,ن-ص-ر,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْصَفَ,,공정하게 대우하다,اِسْتَنْصَفَ الْقَاضِي الْمَظْلُومَ مِنَ الظَّالِمِ.,판사는 억울한 사람에게 억압한 사람으로부터 공정한 대우를 받게 했다.,,ن-ص-ف,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْضَمَ,,통합하다,اِسْتَنْضَمَ الْحِزْبُ كُلَّ الْأَعْضَاءِ الْجُدُدِ.‎,그 정당은 모든 신규 회원을 통합했다.,,ن-ض-م,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْطَقَ,,심문하다,اِسْتَنْطَقَ الْقَاضِي الشَّاهِدَ فِي الْمَحْكَمَةِ.,판사는 법정에서 증인을 심문했다.,,ن-ط-ق,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْظَرَ,,기다리다,اِسْتَنْظَرْتُهُ طَوِيلًا.,나는 그를 오랫동안 기다렸다.,,ن-ظ-ر,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْعَقَ,,울부짖다,اِسْتَنْعَقَ الْمُتَظَاهِرُونَ بِإِسْقَاطِ النِّظَامِ.,시위대는 정권 타도를 외치며 울부짖었다.,,ن-ع-ق,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْفَسَ,,숨쉬다,اِسْتَنْفَسَ الْمَرِيضُ بِصُعُوبَةٍ.,환자는 힘겹게 숨을 쉬었다.,,ن-ف-س,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْقَطَ,,추출하다,اِسْتَنْقَطَ الْعَالِمُ الْمَاءَ مِنَ النَّبَاتِ.‎,과학자는 식물에서 물을 추출했다.,,ن-ق-ط,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْقَلَ,,이전하다,اِسْتَنْقَلَ الْمُوَظَّفُ مَكْتَبَهُ إِلَى غُرْفَةٍ أَكْبَر.,직원은 그의 사무실을 더 큰 방으로 옮겼다.,,ن-ق-ل,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْكَسَ,,거꾸로 하다,حاولوا أنْ يَسْتَنْكِسُوا النظامَ.,그들은 체제를 전복시키려고 시도했다.,,ن-ك-س,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْلَتَ,,정보를 얻다,اِسْتَنْلَتَ الْمُحَقِّقُ الْحَقَائِقَ مِنَ الشُّهُودِ.,수사관은 증인들로부터 사실을 얻어냈다.,,ن-ل-ت,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْمَتَ,,복제하다,اِسْتَنْمَتَ البَاحِثُ الخَلَايَا فِي المِخْبَرِ.,연구원은 실험실에서 세포를 복제했다.,,ن-م-ت,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْهَجَ,,본받다,يجب أن تستنهج الدول النامية سياسات تعليمية ناجحة.,개발 도상국들은 성공적인 교육 정책을 본받아야 한다.,,ن-ه-ج,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْهَضَ,,일으켜 세우다,اِسْتَنْهَضَ القَائِدُ هِمَمَ الجُنُودِ.,지휘관은 병사들의 사기를 북돋웠다.,,ن-ه-ض,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْهَيَ,,만류하다,اِسْتَنْهَيْتُهُ عَنِ الظُّلْمِ.,나는 그에게 불의를 멈추라고 만류했다.,,ن-ه-ي,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَنْوَمَ,,최면되다,اِسْتَنْوَمَ الرَّجُلُ بِسُرْعَةٍ.,그 남자는 빠르게 최면에 걸렸다.,,ن-و-م,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَهَلَ,,시작하다,اِسْتَهَلَّ الْفَرِيقُ الْمُبَارَاةَ بِهُجُومٍ ضَاغِطٍ.,그 팀은 압박적인 공격으로 경기를 시작했다.,,س-ه-ل,8,اِفْتَعَلَ,5,verb_forms
اِسْتَهْءَلَ,,가볍게 여기다,إِسْتَهْءَلَ بِكَلَامِهِ.,그는 그의 말을 가볍게 여겼다.,,ه-ء-ل,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَهْبَنَ,,멍청하게 굴다,لَا تَسْتَهْبِنْ عَلَيَّ، أَعْرِفُ أَنَّكَ تَفْهَمُ مَا أَقُولُ.,내 앞에서 멍청한 척 하지 마. 네가 내가 하는 말을 이해한다는 것을 알아.,,ه-ب-ن,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَهْتَفَ,,환호하다,اِسْتَهْتَفَ الْجُمْهُورُ بِاسْمِ الْفَرِيقِ.,관중은 팀 이름을 외치며 환호했다.,,ه-ت-ف,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَهْتَمَ,,신경 쓰다,لَا تَسْتَهْتِمْ بِآرَاءِ الْآخَرِينَ.,다른 사람들의 의견에 신경 쓰지 마세요.,,ه-ت-م,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَهْجَتَ,,떠나다,اِسْتَهْجَتِ الطُّيُورُ الْأَعْشَاشَ فِي الشِّتَاءِ.,새들은 겨울에 둥지를 떠났다.,,ه-ج-ت,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَهْدَءَ,,진정하다,اِسْتَهْدَأَ الْجَوُّ بَعْدَ الْعَاصِفَةِ.‎,폭풍우 후에 날씨가 진정되었다.,,ه-د-ء,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَهْذَنَ,,비웃다,اِسْتَهْذَأَ بِهِ الْجَمِيعُ.,모두가 그를 비웃었다.,,ه-ذ-ن,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَهْرَمَ,,노쇠하다,اِسْتَهْرَمَ الرَّجُلُ فِي شَبَابِهِ.‎,그 남자는 젊은 나이에 노쇠해 보였다.,,ه-ر-م,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَهْضَةَ,,소화하다,إِسْتَهْضَمَ الطَّعَامَ بِسُرْعَةٍ.,그는 음식을 빠르게 소화했다.,,ه-ض-ة,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَهْمَلَ,,소홀히 하다,اِسْتَهْمَلَ الْمُدِيرُ تَقْرِيرَ الْمُوَظَّفِ. ,부장은 직원의 보고서를 소홀히 했다.,,ه-م-ل,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَهْنَتَ,,경멸하다,إِسْتَهْنَتِ الشَّرِكَةُ بِعُمَلَائِهَا.,회사는 고객들을 경멸했다.,,ه-ن-ت,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَهْنَدَ,,인도화하다,بدأت الشركة في اِسْتِهْنَادِ بعض عملياتها.,그 회사는 일부 운영을 인도화하기 시작했습니다.,,ه-ن-د,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَوْجَدَ,,새롭다,اِسْتَوْجَدَ ٱلْعَالِمُ دَوَاءً جَدِيدًا.,그 과학자는 새로운 약을 새로 발견했다.,,و-ج-د,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَوْصَلَ,,연결하다,اِسْتَوْصَلَ الْحَكَمُ بَيْنَ الْمُتَنَازِعَيْنِ.,심판은 분쟁 당사자들 사이를 중재하여 화해시켰다.,,و-ص-ل,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَوْقَفَ,,멈추게 하다,اِسْتَوْقَفَ الشرطيُّ السائقَ.,경찰관이 운전자를 멈춰 세웠다.,,و-ق-ف,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَْجَبَ,,응답하다,اِسْتَجَابَ اللهُ دُعَاءَ المُؤْمِنِينَ.,알라께서 신자들의 기도를 들어주셨다.,,-ج-ب,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَْزَلَ,,미끄러뜨리다,اِسْتَزَلَّهُ الشَّيْطَانُ بِالْوَسَاوِسِ.,악마가 속삭임으로 그를 미끄러뜨렸다.,,-ز-ل,10,اِسْتَفْعَلَ,5,verb_forms
اِسْتَْمَكَ,,소유하다,اِسْتَمَكَ الشَّرِكَةُ السُّوقَ بِالْكَامِلِ.,회사는 시장을 완전히 장악했다.,,-م-ك,10,اِسْتَفْعَلَ,5,verb_forms
اِشْتَبَهَ,,닮다,اِشْتَبَهَ عَلَيَّ الْأَمْرُ,그 일이 나에게 혼란스러웠다 (그 일이 나에게 모호했다).,,ش-ب-ه,8,اِفْتَعَلَ,5,verb_forms
اِشْتَتَرَ,,흩어지다,اِشْتَتَرَتِ النُّجُومُ فِي السَّمَاءِ.,별들이 하늘에 흩뿌려졌다.,,ش-ت-ر,8,اِفْتَعَلَ,5,verb_forms
اِشْتَتَقَ,,파생되다,اِشْتَقَّتْ هَذِهِ الْكَلِمَةُ مِنَ الْفِعْلِ الثُّلَاثِيِّ.,이 단어는 삼자 동사에서 파생되었습니다.,,ش-ت-ق,8,اِفْتَعَلَ,5,verb_forms
اِشْتَجَرَ,,다투다,اِشْتَجَرَ الرَّجُلَانِ فِي الشَّارِعِ.,두 남자는 길에서 다투었다.,,ش-ج-ر,8,اِفْتَعَلَ,5,verb_forms
اِشْتَرَبَ,,서로 마시다,اِشْتَرَبَ الْأَصْدِقَاءُ الشَّايَ.,친구들은 차를 서로 마셨다. (친구들이 함께 차를 마셨다.),,ش-ر-ب,8,اِفْتَعَلَ,5,verb_forms
اِشْتَرَتَ,,구입했다,اِشْتَرَتْ فَاطِمَةُ كِتَابًا جَدِيدًا.‎,파티마는 새 책을 샀다.,,ش-ر-ت,8,اِفْتَعَلَ,5,verb_forms
اِشْتَرَعَ,,입법하다,اِشْتَرَعَ الْبَرْلَمَانُ قَانُونًا جَدِيدًا.,의회는 새로운 법을 제정했다.,,ش-ر-ع,8,اِفْتَعَلَ,5,verb_forms
اِشْتَرَكَ,,참여하다,اِشْتَرَكَ الطُّلابُ فِي الْمُسَابَقَةِ.‎,학생들이 대회에 참가했다.,,ش-ر-ك,8,اِفْتَعَلَ,5,verb_forms
اِشْتَعَرَ,,느끼다,اِشْتَعَرْتُ بِالْحُزْنِ الشَّدِيدِ.‎,나는 심한 슬픔을 느꼈다.,,ش-ع-ر,8,اِفْتَعَلَ,5,verb_forms
اِشْتَقَقَ,,파생되다,اِشْتَقَّتْ هَذِهِ الْكَلِمَةُ مِنَ الْكَلِمَةِ الْقَدِيمَةِ,이 단어는 고대 단어에서 파생되었다.,,ش-ق-ق,8,اِفْتَعَلَ,5,verb_forms
اِشْتَكَرَ,,감사하다,اِشْتَكَرْتُ لَكَ عَلَىٰ هَذِهِ الْهَدِيَّةِ.,이 선물에 대해 당신에게 감사합니다.,,ش-ك-ر,8,اِفْتَعَلَ,5,verb_forms
اِشْتَمَلَ,,포함하다,اِشْتَمَلَ الْكِتَابُ عَلَى مَعْلُومَاتٍ مُهِمَّةٍ.‎,그 책은 중요한 정보를 포함하고 있다.,,ش-م-ل,8,اِفْتَعَلَ,5,verb_forms
اِشْتَهَدَ,,증언하다,اِشْتَهَدَ الْجُنْدِيُّ فِي الْمَعْرَكَةِ.,그 군인은 전투에서 순교했다.,,ش-ه-د,8,اِفْتَعَلَ,5,verb_forms
اِشْتَهَرَ,,유명해지다,اِشْتَهَرَ الْفَنَّانُ بِرَسْمِهِ. (ishtahara al-fannānu birasmihi.),그 예술가는 그의 그림으로 유명해졌다.,,ش-ه-ر,8,اِفْتَعَلَ,5,verb_forms
اِصْتَبَتَ,,얻다,اِصْتَبَتَ التَّلْمِيذُ عَلَى دَرَجَةٍ عَالِيَةٍ فِي الامْتِحَانِ.,그 학생은 시험에서 높은 점수를 얻었다.,,ص-ب-ت,8,اِفْتَعَلَ,5,verb_forms
اِصْتَبَحَ,,아침을 먹다,اِصْطَبَحَ الرَّجُلُ بِالْخُبْزِ وَالزَّيْتِ.,그 남자는 빵과 올리브 오일로 아침 식사를 했다.,,ص-ب-ح,8,اِفْتَعَلَ,5,verb_forms
اِصْتَحَتَ,,깨어났다,اِصْتَحَتِ الْمَرِيضَةُ بَعْدَ الْجِرَاحَةِ,환자는 수술 후에 깨어났다.,,ص-ح-ت,8,اِفْتَعَلَ,5,verb_forms
اِصْتَحَرَ,,사막화되다,اِصْطَحَرَتِ الْأَرْضُ بِسَبَبِ الْجَفَافِ.,가뭄 때문에 땅이 사막화되었다.,,ص-ح-ر,8,اِفْتَعَلَ,5,verb_forms
اِصْتَحَفَ,,필사하다,اِصْتَحَفَ الْكَاتِبُ الْمَقَالَةَ.,작가가 그 기사를 필사했다.,,ص-ح-ف,8,اِفْتَعَلَ,5,verb_forms
اِصْتَدَرَ,,발행하다,اِصْتَدَرَتِ الْحُكُومَةُ قَرَارًا جَدِيدًا.,정부가 새로운 결정을 발표했다.,,ص-د-ر,8,اِفْتَعَلَ,5,verb_forms
اِصْتَدَفَ,,우연히 마주치다,اِصْطَدَفَ مُحَمَّدٌ صَدِيقَهُ فِي السُّوقِ.,무함마드는 시장에서 그의 친구를 우연히 만났다.,,ص-د-ف,8,اِفْتَعَلَ,5,verb_forms
اِصْتَدَقَ,,진실되게 하다,اِصْتَدَقَ الرَّجُلُ خَبَرَ صَدِيقِهِ. ,그 남자는 그의 친구의 소식을 진실되게 여겼다/증명했다.,,ص-د-ق,8,اِفْتَعَلَ,5,verb_forms
اِصْتَدَلَ,,인도하다,اِسْتَدَلَّ الْقَاضِي بِالشَّوَاهِدِ عَلَى بَرَاءَةِ الْمُتَّهَمِ.,판사는 증거를 통해 피고의 무죄를 입증했다.,,ص-د-ل,8,اِفْتَعَلَ,5,verb_forms
اِصْتَرَتَ,,변화되다,اِصْطَرَتِ الْأَوْضَاعُ سَرِيعًا.,상황이 빠르게 변화되었다.,,ص-ر-ت,8,اِفْتَعَلَ,5,verb_forms
اِصْتَرَفَ,,돌아서다,اِصْطَرَفَ عَنِ الطَّرِيقِ الصَّحِيحِ,그는 올바른 길에서 벗어났다.,,ص-ر-ف,8,اِفْتَعَلَ,5,verb_forms
اِصْتَطَدَ,,충돌하다,اِصْطَدَمَتِ السَّيَّارَتَانِ بِشِدَّةٍ عَلَى الطَّرِيقِ. ,두 대의 차량이 도로에서 심하게 충돌했다.,,ص-ط-د,8,اِفْتَعَلَ,5,verb_forms
اِصْتَعَبَ,,어렵게 여기다,اِصْتَعَبْتُ الْمُهِمَّةَ.,나는 그 임무를 어렵게 여겼다.,,ص-ع-ب,8,اِفْتَعَلَ,5,verb_forms
اِصْتَعَدَ,,오르다,اِصْتَعَدَ الْمُتَسَلِّقُ الْجَبَلَ بِصُعُوبَةٍ.,등반가는 어려움 속에서 산을 올랐다.,,ص-ع-د,8,اِفْتَعَلَ,5,verb_forms
اِصْتَغَرَ,,무시하다,لا تَصْتَغِرْ بِعَمَلِكَ الصَّغِيرِ. (Lā tastaghir bi'amalika aṣ-ṣaghīri.),당신의 작은 일을 무시하지 마세요.,,ص-غ-ر,8,اِفْتَعَلَ,5,verb_forms
اِصْتَفَرَ,,노랗게 되다,اِصْفَرَّ الوَجْهُ مِنَ الخَوْفِ.,얼굴이 공포로 인해 노랗게 되었다.,,ص-ف-ر,8,اِفْتَعَلَ,5,verb_forms
اِصْتَلَحَ,,화해하다,اِصْطَلَحَ الزَّوْجَانِ بَعْدَ خِلَافٍ طَوِيلٍ.,부부는 오랜 불화 끝에 화해했다.,,ص-ل-ح,8,اِفْتَعَلَ,5,verb_forms
اِصْتَمَتَ,,침묵하다,اِصْتَمَتَ الرَّجُلُ غَضَبًا.,그 남자는 화가 나서 침묵했다.,,ص-م-ت,8,اِفْتَعَلَ,5,verb_forms
اِصْتَنَدَ,,기대다,اِصْتَنَدَ ٱلرَّجُلُ عَلَى ٱلْجِدَارِ.,그 남자는 벽에 기대었다.,,ص-ن-د,8,اِفْتَعَلَ,5,verb_forms
اِصْتَنَعَ,,만들다,اِصْطَنَعَ الْقِصَّةَ لِيُثِيرَ الاهْتِمَامَ.,그는 관심을 불러일으키기 위해 이야기를 꾸며냈다.,,ص-ن-ع,8,اِفْتَعَلَ,5,verb_forms
اِصْتَيَرَ,,변화하다,اِصْتَارَ الْمَاءُ ثَلْجًا.‎,물이 얼음으로 변했다.,,ص-ي-ر,8,اِفْتَعَلَ,5,verb_forms
اِضْتَجَجَ,,소란을 피우다,اِضْتَجَّ النَّاسُ فِي السُّوقِ.‎,시장에서 사람들이 소란을 피웠다.,,ض-ج-ج,8,اِفْتَعَلَ,5,verb_forms
اِضْتَرَبَ,,동요하다,اِضْطَرَبَ الْبَحْرُ بِسَبَبِ الْعَاصِفَةِ.,바다는 폭풍 때문에 동요했다.,,ض-ر-ب,8,اِفْتَعَلَ,5,verb_forms
اِضْتَطَرَ,,강요받다,اِضْطُرَّ الرَّجُلُ إِلَى بَيْعِ بَيْتِهِ.,그 남자는 어쩔 수 없이 그의 집을 팔게 되었다.,,ض-ط-ر,8,اِفْتَعَلَ,5,verb_forms
اِضْتَعَفَ,,약해지다,اِضْتَعَفَ الْجِسْمُ بَعْدَ الْمَرَضِ,몸이 병 후에 약해졌다.,,ض-ع-ف,8,اِفْتَعَلَ,5,verb_forms
اِطْتَبَبَ,,치료하다,اِضْطَبَّ الْمَرِيضُ لِنَفْسِهِ بِالْأَعْشَابِ. ,환자는 스스로 약초로 자신을 치료했다.,,ط-ب-ب,8,اِفْتَعَلَ,5,verb_forms
اِطْتَبَخَ,,요리하다,اِطْتَبَخَ الطَّبَّاخُ الْعَشَاءَ.,요리사가 저녁을 요리했다.,,ط-ب-خ,8,اِفْتَعَلَ,5,verb_forms
اِطْتَبَقَ,,일치하다,اِطْتَبَقَتِ ٱلْآرَاءُ بَيْنَهُمَا.,그들 사이의 의견이 일치했다.,,ط-ب-ق,8,اِفْتَعَلَ,5,verb_forms
اِطْتَرَتَ,,날아다니다,اِطَّرَتِ الطُّيُورُ فِي السَّمَاءِ. ,새들이 하늘에서 날아다녔다.,,ط-ر-ت,8,اِفْتَعَلَ,5,verb_forms
اِطْتَرَقَ,,두드리다,اِطْتَرَقَ الْبَابَ بِقُوَّةٍ.‎,그는 문을 세게 두드렸다.,,ط-ر-ق,8,اِفْتَعَلَ,5,verb_forms
اِطْتَعَمَ,,맛보다,اِطْتَعَمَ الرَّجُلُ الطَّعَامَ بِشَهِيَّةٍ.,그 남자는 식욕을 돋우며 음식을 맛보았다.,,ط-ع-م,8,اِفْتَعَلَ,5,verb_forms
اِطْتَقَسَ,,예의를 차리다,اِطْتَقَسَ الرَّجُلُ فِي كُلِّ لِقَاءٍ.,그 남자는 모든 만남에서 예의를 차렸다.,,ط-ق-س,8,اِفْتَعَلَ,5,verb_forms
اِطْتَلَبَ,,요구하다,اِطْتَلَبَ ٱلْمُدِيرُ تَقْرِيرًا مُفَصَّلًا.,부장은 상세한 보고서를 요구했다.,,ط-ل-ب,8,اِفْتَعَلَ,5,verb_forms
اِطْتَمَنَ,,안심하다,اِطْمَأَنَّ قَلْبِي بِنَجَاحِهِ.,나는 그의 성공에 마음이 놓였다.,,ط-م-ن,8,اِفْتَعَلَ,5,verb_forms
اِظْتَءَفَ,,과장하다,اِظْتَءَفَ الشَّاهِدُ الأَحْدَاثَ.,증인이 사건들을 과장했다.,,ظ-ء-ف,8,اِفْتَعَلَ,5,verb_forms
اِظْتَفَتَ,,합류했다,اِظْتَفَتْ إِلَى الْفَرِيقِ الْجَدِيدِ,그녀는 새로운 팀에 합류했다.,,ظ-ف-ت,8,اِفْتَعَلَ,5,verb_forms
اِظْتَلَتَ,,그늘지다,اِظْتَلَّتِ الشَّجَرَةُ عَلَى الحَدِيقَةِ.,나무가 정원에 그늘을 드리웠다.,,ظ-ل-ت,8,اِفْتَعَلَ,5,verb_forms
اِظْتَلَمَ,,억압받다,اِظْتَلَمَ الْمَظْلُومُ مِنَ الظَّالِمِ.‎,억압받는 자가 억압하는 자에게 억압받았다.,,ظ-ل-م,8,اِفْتَعَلَ,5,verb_forms
اِظْتَهَرَ,,나타나다,اِظْتَهَرَ الْحَقُّ بَعْدَ طُولِ انْتِظَارٍ.,오랜 기다림 끝에 진실이 드러났다.,,ظ-ه-ر,8,اِفْتَعَلَ,5,verb_forms
اِعْتَءَلَ,,돌봐주다,اِعْتَءَلَ الرَّاعِي بِالْغَنَمِ.,목동은 양들을 돌보았다.,,ع-ء-ل,8,اِفْتَعَلَ,5,verb_forms
اِعْتَبَرَ,,간주하다,اِعْتَبَرَهُ صَدِيقًا مُقَرَّبًا. ,그는 그를 친한 친구로 여겼다.,,ع-ب-ر,8,اِفْتَعَلَ,5,verb_forms
اِعْتَتَبَ,,꾸짖다,إِعْتَتَبَ الصَّدِيقُ صَدِيقَهُ عَلَى تَأَخُّرِهِ.,친구가 늦은 것에 대해 친구를 꾸짖었다.,,ع-ت-ب,8,اِفْتَعَلَ,5,verb_forms
اِعْتَتَدَ,,익숙해지다,إعتدتُ على شربِ القهوةِ في الصباح. ,나는 아침에 커피를 마시는 것에 익숙해졌다.,,ع-ت-د,8,اِفْتَعَلَ,5,verb_forms
اِعْتَتَقَ,,해방하다,اِعْتَتَقَ الرَّجُلُ عَبْدَهُ.,그 남자는 그의 노예를 해방했다.,,ع-ت-ق,8,اِفْتَعَلَ,5,verb_forms
اِعْتَتَمَ,,머리에 두건을 쓰다,اِعْتَتَمَ الرَّجُلُ بِالْعِمَامَةِ قَبْلَ الْخُرُوجِ.,남자는 외출하기 전에 머리에 터번을 썼다.,,ع-ت-م,8,اِفْتَعَلَ,5,verb_forms
اِعْتَثَرَ,,발을 헛디디다,اِعْتَثَرَ الرَّجُلُ بِالحَجَرِ.,그 남자는 돌에 걸려 발을 헛디뎠다.,,ع-ث-ر,8,اِفْتَعَلَ,5,verb_forms
اِعْتَجَبَ,,놀라다,اِعْتَجَبَ الْوَلَدُ بِالْهَدِيَّةِ.,그 아이는 선물에 놀랐다/기뻐했다.,,ع-ج-ب,8,اِفْتَعَلَ,5,verb_forms
اِعْتَدَدَ,,간주하다,اِعْتَدَّ الْمُهَنْدِسُ بِتَصْمِيمِهِ. ,그 엔지니어는 자신의 디자인을 중요하게 여겼다.,,ع-د-د,8,اِفْتَعَلَ,5,verb_forms
اِعْتَرَبَ,,아랍화되다,اِعْتَرَبَ الرَّجُلُ بَعْدَ سَفَرِهِ إِلَى بِلَادِ الْعَرَبِ.,그 남자는 아랍 국가로 여행을 간 후 아랍화되었다.,,ع-ر-ب,8,اِفْتَعَلَ,5,verb_forms
اِعْتَرَتَ,,덮치다,اِعْتَرَتْهُ حُمَّى شَدِيدَةٌ,그를 심한 열병이 덮쳤다.,,ع-ر-ت,8,اِفْتَعَلَ,5,verb_forms
اِعْتَرَجَ,,다투다,اِعْتَرَجَ الْمُتَنَافِسَانِ عَلَى الْجَائِزَةِ.,경쟁자들은 상을 놓고 다투었다.,,ع-ر-ج,8,اِفْتَعَلَ,5,verb_forms
اِعْتَرَسَ,,다투다,اِعْتَرَسَ الْجُنُودُ فِي الْمَعْرَكَةِ.,군인들이 전투에서 싸웠다.,,ع-ر-س,8,اِفْتَعَلَ,5,verb_forms
اِعْتَرَفَ,,인정하다,اِعْتَرَفَ الْمُتَّهَمُ بِجَرِيمَتِهِ.,피고인은 자신의 범죄를 자백했다.,,ع-ر-ف,8,اِفْتَعَلَ,5,verb_forms
اِعْتَرَقَ,,땀 흘리다,اِعْتَرَقَ الْعَامِلُ طَوَالَ النَّهَارِ.,일꾼은 하루 종일 땀을 흘렸다.,,ع-ر-ق,8,اِفْتَعَلَ,5,verb_forms
اِعْتَشَءَ,,저녁식사하다,اِعْتَشَءَ الرَّجُلُ فِي الْمَطْعَمِ.,남자는 식당에서 저녁을 먹었다.,,ع-ش-ء,8,اِفْتَعَلَ,5,verb_forms
اِعْتَشَرَ,,교제하다,اِعْتَشَرَ النَّاسُ فِي الْقَرْيَةِ بِوُدٍّ.,마을 사람들은 우정으로 서로 교제했다.,,ع-ش-ر,8,اِفْتَعَلَ,5,verb_forms
