root,verb_form,verb_form_label,pattern,nuance_korean,arabic_word,meaning_korean,verified
ل-ت-ف,5,5형,تَفَعَّلَ,재귀(2형),تَلَتَّفَ,,Y
ل-ت-ف,6,6형,تَفَاعَلَ,상호재귀,تَلَاتَفَ,,N
ل-ت-ف,7,7형,اِنْفَعَلَ,수동형,اِنْلَتَفَ,,N
ل-ت-ف,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَتَفَ,,N
ل-ت-ف,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْتَفَ,,N
ل-ج-د,1,1형,فَعَلَ,기본형,لَجَدَ,,Y
ل-ج-د,2,2형,فَعَّلَ,사동/강조,لَجَّدَ,,Y
ل-ج-د,3,3형,فَاعَلَ,상호동작,لَاجَدَ,,Y
ل-ج-د,4,4형,أَفْعَلَ,사역형,أَلْجَدَ,,Y
ل-ج-د,5,5형,تَفَعَّلَ,재귀(2형),تَلَجَّدَ,,N
ل-ج-د,6,6형,تَفَاعَلَ,상호재귀,تَلَاجَدَ,,N
ل-ج-د,7,7형,اِنْفَعَلَ,수동형,اِنْلَجَدَ,,N
ل-ج-د,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَجَدَ,,N
ل-ج-د,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْجَدَ,,N
ل-ح-ص,1,1형,فَعَلَ,기본형,لَحَصَ,,Y
ل-ح-ص,2,2형,فَعَّلَ,사동/강조,لَحَّصَ,,Y
ل-ح-ص,3,3형,فَاعَلَ,상호동작,لَاحَصَ,,Y
ل-ح-ص,4,4형,أَفْعَلَ,사역형,أَلْحَصَ,,Y
ل-ح-ص,5,5형,تَفَعَّلَ,재귀(2형),تَلَحَّصَ,,N
ل-ح-ص,6,6형,تَفَاعَلَ,상호재귀,تَلَاحَصَ,,N
ل-ح-ص,7,7형,اِنْفَعَلَ,수동형,اِنْلَحَصَ,,N
ل-ح-ص,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَحَصَ,,N
ل-ح-ص,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْحَصَ,,N
ل-ح-ف,1,1형,فَعَلَ,기본형,لَحَفَ,,Y
ل-ح-ف,2,2형,فَعَّلَ,사동/강조,لَحَّفَ,,Y
ل-ح-ف,3,3형,فَاعَلَ,상호동작,لَاحَفَ,,Y
ل-ح-ف,4,4형,أَفْعَلَ,사역형,أَلْحَفَ,,Y
ل-ح-ف,5,5형,تَفَعَّلَ,재귀(2형),تَلَحَّفَ,,Y
ل-ح-ف,6,6형,تَفَاعَلَ,상호재귀,تَلَاحَفَ,,N
ل-ح-ف,7,7형,اِنْفَعَلَ,수동형,اِنْلَحَفَ,,N
ل-ح-ف,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَحَفَ,,Y
ل-ح-ف,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْحَفَ,,N
ل-د-ر,1,1형,فَعَلَ,기본형,لَدَرَ,,Y
ل-د-ر,2,2형,فَعَّلَ,사동/강조,لَدَّرَ,,Y
ل-د-ر,3,3형,فَاعَلَ,상호동작,لَادَرَ,,Y
ل-د-ر,4,4형,أَفْعَلَ,사역형,أَلْدَرَ,,Y
ل-د-ر,5,5형,تَفَعَّلَ,재귀(2형),تَلَدَّرَ,,N
ل-د-ر,6,6형,تَفَاعَلَ,상호재귀,تَلَادَرَ,,N
ل-د-ر,7,7형,اِنْفَعَلَ,수동형,اِنْلَدَرَ,,N
ل-د-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَدَرَ,,N
ل-د-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْدَرَ,,N
ل-ذ-ن,1,1형,فَعَلَ,기본형,لَذَنَ,,Y
ل-ذ-ن,2,2형,فَعَّلَ,사동/강조,لَذَّنَ,,Y
ل-ذ-ن,3,3형,فَاعَلَ,상호동작,لَاذَنَ,,Y
ل-ذ-ن,4,4형,أَفْعَلَ,사역형,أَلْذَنَ,,N
ل-ذ-ن,5,5형,تَفَعَّلَ,재귀(2형),تَلَذَّنَ,,Y
ل-ذ-ن,6,6형,تَفَاعَلَ,상호재귀,تَلَاذَنَ,,N
ل-ذ-ن,7,7형,اِنْفَعَلَ,수동형,اِنْلَذَنَ,,N
ل-ذ-ن,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَذَنَ,,N
ل-ذ-ن,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْذَنَ,,N
ل-س-ن,1,1형,فَعَلَ,기본형,لَسَنَ,,Y
ل-س-ن,2,2형,فَعَّلَ,사동/강조,لَسَّنَ,,Y
ل-س-ن,3,3형,فَاعَلَ,상호동작,لَاسَنَ,,Y
ل-س-ن,4,4형,أَفْعَلَ,사역형,أَلْسَنَ,,Y
ل-س-ن,5,5형,تَفَعَّلَ,재귀(2형),تَلَسَّنَ,,Y
ل-س-ن,6,6형,تَفَاعَلَ,상호재귀,تَلَاسَنَ,,Y
ل-س-ن,7,7형,اِنْفَعَلَ,수동형,اِنْلَسَنَ,,N
ل-س-ن,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَسَنَ,,N
ل-س-ن,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْسَنَ,,N
ل-ص-ف,1,1형,فَعَلَ,기본형,لَصَفَ,,Y
ل-ص-ف,2,2형,فَعَّلَ,사동/강조,لَصَّفَ,,Y
ل-ص-ف,3,3형,فَاعَلَ,상호동작,لَاصَفَ,,Y
ل-ص-ف,4,4형,أَفْعَلَ,사역형,أَلْصَفَ,,Y
ل-ص-ف,5,5형,تَفَعَّلَ,재귀(2형),تَلَصَّفَ,,N
ل-ص-ف,6,6형,تَفَاعَلَ,상호재귀,تَلَاصَفَ,,N
ل-ص-ف,7,7형,اِنْفَعَلَ,수동형,اِنْلَصَفَ,,N
ل-ص-ف,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَصَفَ,,N
ل-ص-ف,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْصَفَ,,N
ل-ض-ف,1,1형,فَعَلَ,기본형,لَضَفَ,,N
ل-ض-ف,2,2형,فَعَّلَ,사동/강조,لَضَّفَ,,N
ل-ض-ف,3,3형,فَاعَلَ,상호동작,لَاضَفَ,,Y
ل-ض-ف,4,4형,أَفْعَلَ,사역형,أَلْضَفَ,,N
ل-ض-ف,5,5형,تَفَعَّلَ,재귀(2형),تَلَضَّفَ,,N
ل-ض-ف,6,6형,تَفَاعَلَ,상호재귀,تَلَاضَفَ,,N
ل-ض-ف,7,7형,اِنْفَعَلَ,수동형,اِنْلَضَفَ,,N
ل-ض-ف,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَضَفَ,,N
ل-ض-ف,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْضَفَ,,N
ل-ط-ر,1,1형,فَعَلَ,기본형,لَطَرَ,,Y
ل-ط-ر,2,2형,فَعَّلَ,사동/강조,لَطَّرَ,,Y
ل-ط-ر,3,3형,فَاعَلَ,상호동작,لَاطَرَ,,Y
ل-ط-ر,4,4형,أَفْعَلَ,사역형,أَلْطَرَ,,Y
ل-ط-ر,5,5형,تَفَعَّلَ,재귀(2형),تَلَطَّرَ,,N
ل-ط-ر,6,6형,تَفَاعَلَ,상호재귀,تَلَاطَرَ,,N
ل-ط-ر,7,7형,اِنْفَعَلَ,수동형,اِنْلَطَرَ,,N
ل-ط-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَطَرَ,,N
ل-ط-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْطَرَ,,N
ل-ع-ب,1,1형,فَعَلَ,기본형,لَعَبَ,,Y
ل-ع-ب,2,2형,فَعَّلَ,사동/강조,لَعَّبَ,,Y
ل-ع-ب,3,3형,فَاعَلَ,상호동작,لَاعَبَ,,Y
ل-ع-ب,4,4형,أَفْعَلَ,사역형,أَلْعَبَ,,Y
ل-ع-ب,5,5형,تَفَعَّلَ,재귀(2형),تَلَعَّبَ,,Y
ل-ع-ب,6,6형,تَفَاعَلَ,상호재귀,تَلَاعَبَ,,Y
ل-ع-ب,7,7형,اِنْفَعَلَ,수동형,اِنْلَعَبَ,,N
ل-ع-ب,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَعَبَ,,Y
ل-ع-ب,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْعَبَ,,N
ل-ع-ل,1,1형,فَعَلَ,기본형,لَعَلَ,,Y
ل-ع-ل,2,2형,فَعَّلَ,사동/강조,لَعَّلَ,,Y
ل-ع-ل,3,3형,فَاعَلَ,상호동작,لَاعَلَ,,Y
ل-ع-ل,4,4형,أَفْعَلَ,사역형,أَلْعَلَ,,N
ل-ع-ل,5,5형,تَفَعَّلَ,재귀(2형),تَلَعَّلَ,,N
ل-ع-ل,6,6형,تَفَاعَلَ,상호재귀,تَلَاعَلَ,,N
ل-ع-ل,7,7형,اِنْفَعَلَ,수동형,اِنْلَعَلَ,,N
ل-ع-ل,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَعَلَ,,N
ل-ع-ل,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْعَلَ,,N
ل-غ-ر,1,1형,فَعَلَ,기본형,لَغَرَ,,Y
ل-غ-ر,2,2형,فَعَّلَ,사동/강조,لَغَّرَ,,Y
ل-غ-ر,3,3형,فَاعَلَ,상호동작,لَاغَرَ,,Y
ل-غ-ر,4,4형,أَفْعَلَ,사역형,أَلْغَرَ,,Y
ل-غ-ر,5,5형,تَفَعَّلَ,재귀(2형),تَلَغَّرَ,,N
ل-غ-ر,6,6형,تَفَاعَلَ,상호재귀,تَلَاغَرَ,,N
ل-غ-ر,7,7형,اِنْفَعَلَ,수동형,اِنْلَغَرَ,,N
ل-غ-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَغَرَ,,N
ل-غ-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْغَرَ,,N
ل-م-ب,1,1형,فَعَلَ,기본형,لَمَبَ,,N
ل-م-ب,2,2형,فَعَّلَ,사동/강조,لَمَّبَ,,N
ل-م-ب,3,3형,فَاعَلَ,상호동작,لَامَبَ,,N
ل-م-ب,4,4형,أَفْعَلَ,사역형,أَلْمَبَ,,N
ل-م-ب,5,5형,تَفَعَّلَ,재귀(2형),تَلَمَّبَ,,N
ل-م-ب,6,6형,تَفَاعَلَ,상호재귀,تَلَامَبَ,,N
ل-م-ب,7,7형,اِنْفَعَلَ,수동형,اِنْلَمَبَ,,N
ل-م-ب,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَمَبَ,,N
ل-م-ب,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْمَبَ,,N
ل-م-ت,1,1형,فَعَلَ,기본형,لَمَتَ,,Y
ل-م-ت,2,2형,فَعَّلَ,사동/강조,لَمَّتَ,,Y
ل-م-ت,3,3형,فَاعَلَ,상호동작,لَامَتَ,,Y
ل-م-ت,4,4형,أَفْعَلَ,사역형,أَلْمَتَ,,Y
ل-م-ت,5,5형,تَفَعَّلَ,재귀(2형),تَلَمَّتَ,,Y
ل-م-ت,6,6형,تَفَاعَلَ,상호재귀,تَلَامَتَ,,N
ل-م-ت,7,7형,اِنْفَعَلَ,수동형,اِنْلَمَتَ,,N
ل-م-ت,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَمَتَ,,Y
ل-م-ت,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْمَتَ,,Y
ل-ن-ص,1,1형,فَعَلَ,기본형,لَنَصَ,,Y
ل-ن-ص,2,2형,فَعَّلَ,사동/강조,لَنَّصَ,,Y
ل-ن-ص,3,3형,فَاعَلَ,상호동작,لَانَصَ,,Y
ل-ن-ص,4,4형,أَفْعَلَ,사역형,أَلْنَصَ,,Y
ل-ن-ص,5,5형,تَفَعَّلَ,재귀(2형),تَلَنَّصَ,,N
ل-ن-ص,6,6형,تَفَاعَلَ,상호재귀,تَلَانَصَ,,N
ل-ن-ص,7,7형,اِنْفَعَلَ,수동형,اِنْلَنَصَ,,N
ل-ن-ص,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَنَصَ,,N
ل-ن-ص,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْنَصَ,,N
ل-ه-م,1,1형,فَعَلَ,기본형,لَهَمَ,,Y
ل-ه-م,2,2형,فَعَّلَ,사동/강조,لَهَّمَ,,Y
ل-ه-م,3,3형,فَاعَلَ,상호동작,لَاهَمَ,,Y
ل-ه-م,4,4형,أَفْعَلَ,사역형,أَلْهَمَ,,Y
ل-ه-م,5,5형,تَفَعَّلَ,재귀(2형),تَلَهَّمَ,,Y
ل-ه-م,6,6형,تَفَاعَلَ,상호재귀,تَلَاهَمَ,,Y
ل-ه-م,7,7형,اِنْفَعَلَ,수동형,اِنْلَهَمَ,,N
ل-ه-م,8,8형,اِفْتَعَلَ,재귀/중간태,اِلْتَهَمَ,,Y
ل-ه-م,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَلْهَمَ,,Y
م-ء-ة,1,1형,فَعَلَ,기본형,مَءَةَ,,N
م-ء-ة,2,2형,فَعَّلَ,사동/강조,مَءَّةَ,,N
م-ء-ة,3,3형,فَاعَلَ,상호동작,مَاءَةَ,,Y
م-ء-ة,4,4형,أَفْعَلَ,사역형,أَمْءَةَ,,N
م-ء-ة,5,5형,تَفَعَّلَ,재귀(2형),تَمَءَّةَ,,N
م-ء-ة,6,6형,تَفَاعَلَ,상호재귀,تَمَاءَةَ,,N
م-ء-ة,7,7형,اِنْفَعَلَ,수동형,اِنْمَءَةَ,,N
م-ء-ة,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَءَةَ,,N
م-ء-ة,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْءَةَ,,N
م-ء-د,1,1형,فَعَلَ,기본형,مَءَدَ,,N
م-ء-د,2,2형,فَعَّلَ,사동/강조,مَءَّدَ,,N
م-ء-د,3,3형,فَاعَلَ,상호동작,مَاءَدَ,,N
م-ء-د,4,4형,أَفْعَلَ,사역형,أَمْءَدَ,,N
م-ء-د,5,5형,تَفَعَّلَ,재귀(2형),تَمَءَّدَ,,N
م-ء-د,6,6형,تَفَاعَلَ,상호재귀,تَمَاءَدَ,,N
م-ء-د,7,7형,اِنْفَعَلَ,수동형,اِنْمَءَدَ,,N
م-ء-د,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَءَدَ,,N
م-ء-د,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْءَدَ,,N
م-ب-ر,1,1형,فَعَلَ,기본형,مَبَرَ,,N
م-ب-ر,2,2형,فَعَّلَ,사동/강조,مَبَّرَ,,N
م-ب-ر,3,3형,فَاعَلَ,상호동작,مَابَرَ,,Y
م-ب-ر,4,4형,أَفْعَلَ,사역형,أَمْبَرَ,,N
م-ب-ر,5,5형,تَفَعَّلَ,재귀(2형),تَمَبَّرَ,,N
م-ب-ر,6,6형,تَفَاعَلَ,상호재귀,تَمَابَرَ,,N
م-ب-ر,7,7형,اِنْفَعَلَ,수동형,اِنْمَبَرَ,,N
م-ب-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَبَرَ,,N
م-ب-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْبَرَ,,N
م-ت-ج,1,1형,فَعَلَ,기본형,مَتَجَ,,N
م-ت-ج,2,2형,فَعَّلَ,사동/강조,مَتَّجَ,,N
م-ت-ج,3,3형,فَاعَلَ,상호동작,مَاتَجَ,,N
م-ت-ج,4,4형,أَفْعَلَ,사역형,أَمْتَجَ,,N
م-ت-ج,5,5형,تَفَعَّلَ,재귀(2형),تَمَتَّجَ,,N
م-ت-ج,6,6형,تَفَاعَلَ,상호재귀,تَمَاتَجَ,,N
م-ت-ج,7,7형,اِنْفَعَلَ,수동형,اِنْمَتَجَ,,N
م-ت-ج,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَتَجَ,,N
م-ت-ج,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْتَجَ,,N
م-ت-ح,1,1형,فَعَلَ,기본형,مَتَحَ,,Y
م-ت-ح,2,2형,فَعَّلَ,사동/강조,مَتَّحَ,,Y
م-ت-ح,3,3형,فَاعَلَ,상호동작,مَاتَحَ,,N
م-ت-ح,4,4형,أَفْعَلَ,사역형,أَمْتَحَ,,Y
م-ت-ح,5,5형,تَفَعَّلَ,재귀(2형),تَمَتَّحَ,,Y
م-ت-ح,6,6형,تَفَاعَلَ,상호재귀,تَمَاتَحَ,,N
م-ت-ح,7,7형,اِنْفَعَلَ,수동형,اِنْمَتَحَ,,N
م-ت-ح,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَتَحَ,,N
م-ت-ح,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْتَحَ,,N
م-ت-س,1,1형,فَعَلَ,기본형,مَتَسَ,,N
م-ت-س,2,2형,فَعَّلَ,사동/강조,مَتَّسَ,,N
م-ت-س,3,3형,فَاعَلَ,상호동작,مَاتَسَ,,N
م-ت-س,4,4형,أَفْعَلَ,사역형,أَمْتَسَ,,N
م-ت-س,5,5형,تَفَعَّلَ,재귀(2형),تَمَتَّسَ,,N
م-ت-س,6,6형,تَفَاعَلَ,상호재귀,تَمَاتَسَ,,N
م-ت-س,7,7형,اِنْفَعَلَ,수동형,اِنْمَتَسَ,,N
م-ت-س,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَتَسَ,,N
م-ت-س,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْتَسَ,,N
م-ت-ع,1,1형,فَعَلَ,기본형,مَتَعَ,,Y
م-ت-ع,2,2형,فَعَّلَ,사동/강조,مَتَّعَ,,Y
م-ت-ع,3,3형,فَاعَلَ,상호동작,مَاتَعَ,,Y
م-ت-ع,4,4형,أَفْعَلَ,사역형,أَمْتَعَ,,Y
م-ت-ع,5,5형,تَفَعَّلَ,재귀(2형),تَمَتَّعَ,,Y
م-ت-ع,6,6형,تَفَاعَلَ,상호재귀,تَمَاتَعَ,,N
م-ت-ع,7,7형,اِنْفَعَلَ,수동형,اِنْمَتَعَ,,N
م-ت-ع,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَتَعَ,,N
م-ت-ع,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْتَعَ,,Y
م-ت-ق,1,1형,فَعَلَ,기본형,مَتَقَ,,Y
م-ت-ق,2,2형,فَعَّلَ,사동/강조,مَتَّقَ,,Y
م-ت-ق,3,3형,فَاعَلَ,상호동작,مَاتَقَ,,N
م-ت-ق,4,4형,أَفْعَلَ,사역형,أَمْتَقَ,,N
م-ت-ق,5,5형,تَفَعَّلَ,재귀(2형),تَمَتَّقَ,,N
م-ت-ق,6,6형,تَفَاعَلَ,상호재귀,تَمَاتَقَ,,N
م-ت-ق,7,7형,اِنْفَعَلَ,수동형,اِنْمَتَقَ,,N
م-ت-ق,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَتَقَ,,N
م-ت-ق,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْتَقَ,,N
م-ث-ل,1,1형,فَعَلَ,기본형,مَثَلَ,,Y
م-ث-ل,2,2형,فَعَّلَ,사동/강조,مَثَّلَ,,Y
م-ث-ل,3,3형,فَاعَلَ,상호동작,مَاثَلَ,,Y
م-ث-ل,4,4형,أَفْعَلَ,사역형,أَمْثَلَ,,Y
م-ث-ل,5,5형,تَفَعَّلَ,재귀(2형),تَمَثَّلَ,,Y
م-ث-ل,6,6형,تَفَاعَلَ,상호재귀,تَمَاثَلَ,,Y
م-ث-ل,7,7형,اِنْفَعَلَ,수동형,اِنْمَثَلَ,,N
م-ث-ل,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَثَلَ,,Y
م-ث-ل,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْثَلَ,,N
م-ج-ت,1,1형,فَعَلَ,기본형,مَجَتَ,,Y
م-ج-ت,2,2형,فَعَّلَ,사동/강조,مَجَّتَ,,Y
م-ج-ت,3,3형,فَاعَلَ,상호동작,مَاجَتَ,,Y
م-ج-ت,4,4형,أَفْعَلَ,사역형,أَمْجَتَ,,N
م-ج-ت,5,5형,تَفَعَّلَ,재귀(2형),تَمَجَّتَ,,N
م-ج-ت,6,6형,تَفَاعَلَ,상호재귀,تَمَاجَتَ,,N
م-ج-ت,7,7형,اِنْفَعَلَ,수동형,اِنْمَجَتَ,,N
م-ج-ت,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَجَتَ,,N
م-ج-ت,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْجَتَ,,N
م-ج-س,1,1형,فَعَلَ,기본형,مَجَسَ,,Y
م-ج-س,2,2형,فَعَّلَ,사동/강조,مَجَّسَ,,Y
م-ج-س,3,3형,فَاعَلَ,상호동작,مَاجَسَ,,N
م-ج-س,4,4형,أَفْعَلَ,사역형,أَمْجَسَ,,N
م-ج-س,5,5형,تَفَعَّلَ,재귀(2형),تَمَجَّسَ,,N
م-ج-س,6,6형,تَفَاعَلَ,상호재귀,تَمَاجَسَ,,N
م-ج-س,7,7형,اِنْفَعَلَ,수동형,اِنْمَجَسَ,,N
م-ج-س,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَجَسَ,,N
م-ج-س,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْجَسَ,,N
م-ح-ط,1,1형,فَعَلَ,기본형,مَحَطَ,,Y
م-ح-ط,2,2형,فَعَّلَ,사동/강조,مَحَّطَ,,Y
م-ح-ط,3,3형,فَاعَلَ,상호동작,مَاحَطَ,,N
م-ح-ط,4,4형,أَفْعَلَ,사역형,أَمْحَطَ,,N
م-ح-ط,5,5형,تَفَعَّلَ,재귀(2형),تَمَحَّطَ,,N
م-ح-ط,6,6형,تَفَاعَلَ,상호재귀,تَمَاحَطَ,,N
م-ح-ط,7,7형,اِنْفَعَلَ,수동형,اِنْمَحَطَ,,N
م-ح-ط,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَحَطَ,,N
م-ح-ط,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْحَطَ,,N
م-ح-م,1,1형,فَعَلَ,기본형,مَحَمَ,,Y
م-ح-م,2,2형,فَعَّلَ,사동/강조,مَحَّمَ,,Y
م-ح-م,3,3형,فَاعَلَ,상호동작,مَاحَمَ,,N
م-ح-م,4,4형,أَفْعَلَ,사역형,أَمْحَمَ,,N
م-ح-م,5,5형,تَفَعَّلَ,재귀(2형),تَمَحَّمَ,,N
م-ح-م,6,6형,تَفَاعَلَ,상호재귀,تَمَاحَمَ,,N
م-ح-م,7,7형,اِنْفَعَلَ,수동형,اِنْمَحَمَ,,N
م-ح-م,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَحَمَ,,N
م-ح-م,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْحَمَ,,N
م-د-ة,1,1형,فَعَلَ,기본형,مَدَةَ,,Y
م-د-ة,2,2형,فَعَّلَ,사동/강조,مَدَّةَ,,Y
م-د-ة,3,3형,فَاعَلَ,상호동작,مَادَةَ,,Y
م-د-ة,4,4형,أَفْعَلَ,사역형,أَمْدَةَ,,Y
م-د-ة,5,5형,تَفَعَّلَ,재귀(2형),تَمَدَّةَ,,Y
م-د-ة,6,6형,تَفَاعَلَ,상호재귀,تَمَادَةَ,,Y
م-د-ة,7,7형,اِنْفَعَلَ,수동형,اِنْمَدَةَ,,N
م-د-ة,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَدَةَ,,Y
م-د-ة,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْدَةَ,,Y
م-د-ر,1,1형,فَعَلَ,기본형,مَدَرَ,,Y
م-د-ر,2,2형,فَعَّلَ,사동/강조,مَدَّرَ,,Y
م-د-ر,3,3형,فَاعَلَ,상호동작,مَادَرَ,,N
م-د-ر,4,4형,أَفْعَلَ,사역형,أَمْدَرَ,,N
م-د-ر,5,5형,تَفَعَّلَ,재귀(2형),تَمَدَّرَ,,N
م-د-ر,6,6형,تَفَاعَلَ,상호재귀,تَمَادَرَ,,N
م-د-ر,7,7형,اِنْفَعَلَ,수동형,اِنْمَدَرَ,,N
م-د-ر,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَدَرَ,,N
م-د-ر,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْدَرَ,,N
م-د-ن,1,1형,فَعَلَ,기본형,مَدَنَ,,Y
م-د-ن,2,2형,فَعَّلَ,사동/강조,مَدَّنَ,,Y
م-د-ن,3,3형,فَاعَلَ,상호동작,مَادَنَ,,N
م-د-ن,4,4형,أَفْعَلَ,사역형,أَمْدَنَ,,Y
م-د-ن,5,5형,تَفَعَّلَ,재귀(2형),تَمَدَّنَ,,Y
م-د-ن,6,6형,تَفَاعَلَ,상호재귀,تَمَادَنَ,,N
م-د-ن,7,7형,اِنْفَعَلَ,수동형,اِنْمَدَنَ,,N
م-د-ن,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَدَنَ,,N
م-د-ن,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْدَنَ,,N
م-ر-ت,1,1형,فَعَلَ,기본형,مَرَتَ,,Y
م-ر-ت,2,2형,فَعَّلَ,사동/강조,مَرَّتَ,,Y
م-ر-ت,3,3형,فَاعَلَ,상호동작,مَارَتَ,,Y
م-ر-ت,4,4형,أَفْعَلَ,사역형,أَمْرَتَ,,Y
م-ر-ت,5,5형,تَفَعَّلَ,재귀(2형),تَمَرَّتَ,,N
م-ر-ت,6,6형,تَفَاعَلَ,상호재귀,تَمَارَتَ,,Y
م-ر-ت,7,7형,اِنْفَعَلَ,수동형,اِنْمَرَتَ,,N
م-ر-ت,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَرَتَ,,Y
م-ر-ت,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْرَتَ,,Y
م-ر-س,1,1형,فَعَلَ,기본형,مَرَسَ,,Y
م-ر-س,2,2형,فَعَّلَ,사동/강조,مَرَّسَ,,Y
م-ر-س,3,3형,فَاعَلَ,상호동작,مَارَسَ,,Y
م-ر-س,4,4형,أَفْعَلَ,사역형,أَمْرَسَ,,Y
م-ر-س,5,5형,تَفَعَّلَ,재귀(2형),تَمَرَّسَ,,Y
م-ر-س,6,6형,تَفَاعَلَ,상호재귀,تَمَارَسَ,,Y
م-ر-س,7,7형,اِنْفَعَلَ,수동형,اِنْمَرَسَ,,N
م-ر-س,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَرَسَ,,N
م-ر-س,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْرَسَ,,N
م-ر-ك,1,1형,فَعَلَ,기본형,مَرَكَ,,Y
م-ر-ك,2,2형,فَعَّلَ,사동/강조,مَرَّكَ,,Y
م-ر-ك,3,3형,فَاعَلَ,상호동작,مَارَكَ,,Y
م-ر-ك,4,4형,أَفْعَلَ,사역형,أَمْرَكَ,,Y
م-ر-ك,5,5형,تَفَعَّلَ,재귀(2형),تَمَرَّكَ,,Y
م-ر-ك,6,6형,تَفَاعَلَ,상호재귀,تَمَارَكَ,,Y
م-ر-ك,7,7형,اِنْفَعَلَ,수동형,اِنْمَرَكَ,,Y
م-ر-ك,8,8형,اِفْتَعَلَ,재귀/중간태,اِمْتَرَكَ,,Y
م-ر-ك,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَمْرَكَ,,Y
م-س-ت,1,1형,فَعَلَ,기본형,مَسَتَ,,Y
