root,verb_form,verb_form_label,pattern,nuance_korean,arabic_word,meaning_korean,verified,meaning_primary,meaning_secondary,nuance_kr,example_sentence,sentence_meaning,level
ه-ج-ت,1,1형,فَعَلَ,기본형,هَجَتَ,,Y,혼란시키다,없음,"주로 꿈이나 환상, 착각 등으로 정신을 혼미하게 만들거나, 잠을 방해하는 것을 의미함. 강한 부정적인 의미를 내포.",هَجَتْهُ الْأحْلَامُ الْمُزْعِجَةُ.,불안한 꿈들이 그를 혼란스럽게 만들었다.,1
ه-ج-ت,2,2형,فَعَّلَ,사동/강조,هَجَّتَ,,Y,쫓아내다,없음,"타동사이며, 주로 '강하게 쫓아내다', '격렬하게 내쫓다' 와 같은 강한 어감을 나타냅니다. 2형은 동사의 의미를 강조하는 경향이 있습니다.",هَجَّتِ الرِّيَاحُ الغُبَارَ. ,바람이 먼지를 쫓아냈다.,1
ه-ج-ت,3,3형,فَاعَلَ,상호동작,هَاجَتَ,,Y,휘젓다,없음,"Form 3 동사는 대개 두 대상 사이의 상호작용 또는 경쟁을 나타냅니다. 'هاجت'는 어떤 것을 휘젓거나, 교란하거나, 자극하는 행위를 나타냅니다. 특히 감정, 분쟁, 또는 혼란 등을 일으키는 데 사용될 수 있습니다.",هاجتِ الحربُ المنطقةَ.,전쟁이 지역을 휘저었다 (혼란스럽게 만들었다).,1
ه-ج-ت,4,4형,أَفْعَلَ,사역형,أَهْجَتَ,,Y,밤에 걷다,없음,"4형 동사로, 기본적으로 '밤에 ~하게 하다'라는 사동의 의미를 갖지만, 이 동사의 경우 '밤에 걷다'라는 자동사의 의미로 사용됩니다. 드물게 나타나는 의미입니다.",أَهْجَتِ الْقَافِلَةُ فِي الصَّحْرَاءِ.,그 대상 행렬은 사막에서 밤에 걸었다.,1
ه-ج-ت,5,5형,تَفَعَّلَ,재귀(2형),تَهَجَّتَ,,Y,철자를 말하다,"더듬거리다, 간신히 읽다","5형 동사로, 주로 무언가를 어렵게, 힘들게 읽거나 철자를 말하는 행위를 나타냅니다. 노력, 어려움의 뉘앙스를 포함합니다.",تَهَجَّتَ الطِّفْلُ الكَلِمَةَ بِصُعُوبَةٍ.,아이는 그 단어를 힘겹게 철자를 말했다.,1
ه-ج-ت,6,6형,تَفَاعَلَ,상호재귀,تَهَاجَتَ,,Y,서로 다투다,"서로 싸우다, 격렬하게 논쟁하다","Form VI (تفاعل) 동사로, 상호성을 나타내며, 두 주체 간의 격렬한 상호 작용 (여기서는 싸움, 다툼)을 의미합니다. 종종 감정적인 격앙이나 언쟁을 포함합니다.",تَهَاجَتِ الْقَبَائِلُ عَلَى الْمَاءِ. ,부족들이 물을 놓고 서로 다투었다.,1
ه-ج-ت,7,7형,اِنْفَعَلَ,수동형,اِنْهَجَتَ,,Y,닳아 없어지다,없음,"자연적인 힘이나 사용으로 인해 점차적으로 사라지거나 닳아 없어지는 것을 나타내는 수동적인 의미를 가진다. 주로 (발)자국, 흔적 등이 없어지는 것을 묘사할 때 사용된다. 제7형은 주로 재귀적이거나 수동적인 의미를 더한다.",اِنْهَجَتْ آثَارُ القَدَمِ فِي الرَّمْلِ بِفِعْلِ الرِّيَاحِ.,모래 위의 발자국이 바람에 의해 닳아 없어졌다.,1
ه-ج-ت,8,8형,اِفْتَعَلَ,재귀/중간태,اِهْتَجَتَ,,Y,격렬하게 움직이다,"흥분하다, 격동하다, 동요하다","Form VIII 동사로, 주로 내적 감정이나 외부적 요인에 의한 강렬한 움직임이나 변화를 나타냅니다. 주로 감정, 갈등, 자연 현상 등을 묘사할 때 사용됩니다.",اِهْتَجَّ الْبَحْرُ بِسَبَبِ الْعَاصِفَةِ الشَّدِيدَةِ.,거센 폭풍 때문에 바다가 격렬하게 움직였다.,1
ه-ج-ت,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَهْجَتَ,,Y,떠나다,없음,"Form X (استفعل) 동사로, 주로 '떠나다', '이주하다', '버리다' 등의 의미를 가짐. 종종 장소나 사람을 대상으로 함. 기본적인 형태는 'هَجَرَ' (떠나다, 버리다)이며, Form X를 통해 강조되거나 파생된 의미를 나타냄.",اِسْتَهْجَتِ الطُّيُورُ الْأَعْشَاشَ فِي الشِّتَاءِ.,새들은 겨울에 둥지를 떠났다.,1
ه-د-ء,1,1형,فَعَلَ,기본형,هَدَءَ,,Y,진정되다,"가라앉다, 조용해지다","감각, 감정, 소리 등이 진정되거나 약해짐을 나타내는 기본적인 동사. 자동사로 사용.",هَدَأَ الْبَحْرُ بَعْدَ الْعَاصِفَةِ.,폭풍우 후에 바다가 잔잔해졌다.,1
ه-د-ء,2,2형,فَعَّلَ,사동/강조,هَدَّءَ,,Y,진정시키다,"완화하다, 잠재우다","Form II (تفعيل) 동사로, 사동/강조의 의미를 가지며, '평온' 또는 '고요'와 관련된 기본 어근 'ه-د-ء'에서 파생되어, 대상을 진정시키거나 차분하게 만드는 행위를 나타낸다. 감정, 상황, 또는 사물을 대상으로 할 수 있다.",هَدَّأَ الطَّبِيبُ المَرِيضَ.,의사가 환자를 진정시켰다.,1
ه-د-ء,3,3형,فَاعَلَ,상호동작,هَادَءَ,,N,진정시키다,"가라앉히다, 완화시키다","3형 동사 (فاعل)는 주로 타동사로 사용되며, '누군가/무언가를 진정시키다', '가라앉히다', '완화시키다' 등의 의미를 갖습니다. 재귀적인 의미로도 사용될 수 있습니다.",هَادَءَ الطَّبِيبُ المَرِيضَ.,의사가 환자를 진정시켰다.,1
ه-د-ء,4,4형,أَفْعَلَ,사역형,أَهْدَءَ,,N,진정시키다,"가라앉히다, 안정시키다","Form IV 동사로, 주로 타동사로 사용되어 어떤 것을 진정시키거나 안정시키는 행위를 나타낸다. 사동의 의미를 가진다.",أَهْدَأَ الطِّفْلَ بِقِصَّةٍ. (ʾahdaʾa al-ṭifla bi-qiṣṣatin),그는 이야기로 아이를 진정시켰다.,1
ه-د-ء,5,5형,تَفَعَّلَ,재귀(2형),تَهَدَّءَ,,N,진정하다,"가라앉다, 차분해지다","Form V는 재귀적인 의미를 갖는 경우가 많으며, 스스로 진정하는 행위를 나타냅니다. 점진적인 변화나 과정을 강조합니다.",تَهَدَّأَ الرَّجُلُ بَعْدَ الغَضَبِ الشَّدِيدِ.,그 남자는 심한 분노 후에 진정했다.,1
ه-د-ء,6,6형,تَفَاعَلَ,상호재귀,تَهَادَءَ,,N,진정하다,"가라앉다, 느긋해지다","Form VI은 상호성을 나타내며, 여기서는 서로 진정하거나, 점차 진정되는 과정을 나타냅니다. 반사적인 의미도 포함될 수 있습니다.",تَهَادَأَ الْجَوُّ بَعْدَ الْعَاصِفَةِ.,폭풍우가 지나간 후 날씨가 진정되었다.,1
ه-د-ء,7,7형,اِنْفَعَلَ,수동형,اِنْهَدَءَ,,N,진정되다,"가라앉다, 잦아들다","Form VII (انْفَعَلَ)는 주로 자동적인 변화나 상태의 변화를 나타내며, 이 경우에는 감정이나 활동의 감소, 중단을 의미합니다.",اِنْهَدَأَ الْعَاصِفَةُ بَعْدَ سَاعَاتٍ.,폭풍은 몇 시간 후에 진정되었다.,1
ه-د-ء,8,8형,اِفْتَعَلَ,재귀/중간태,اِهْتَدَءَ,,N,진정하다,"가라앉다, 잠잠해지다","주로 흥분, 분노, 소란 등이 가라앉거나 진정되는 상황을 묘사하는 동사. 자동사로 사용됨. 상태 변화를 나타내는 뉘앙스가 강하다.",اِهْتَدَأَ الْغَضَبُ بَعْدَ حِينٍ.,분노가 잠시 후 진정되었다.,1
ه-د-ء,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَهْدَءَ,,N,진정하다,"가라앉다, 잠잠해지다","10형 동사로, '～을 구하다'는 뜻 외에 사동의 의미도 가질 수 있습니다. 여기서는 '진정시키다'의 의미에서 재귀적으로 '진정하다'의 뜻을 갖습니다. 주로 감정, 상황 등이 진정되는 것을 나타냅니다.",اِسْتَهْدَأَ الْجَوُّ بَعْدَ الْعَاصِفَةِ.‎,폭풍우 후에 날씨가 진정되었다.,1
ه-ذ-ن,1,1형,فَعَلَ,기본형,هَذَنَ,,N,중얼거리다,없음,"낮은 소리로 잘 알아들을 수 없게 말하는 것을 의미합니다. 속삭이다와 유사하지만, 부정적인 뉘앙스를 포함할 수 있습니다.",هَذَنَ الرَّجُلُ بِكَلِمَاتٍ غَيْرِ مَفْهُومَةٍ.,그 남자는 이해할 수 없는 단어들을 중얼거렸다.,1
ه-ذ-ن,2,2형,فَعَّلَ,사동/강조,هَذَّنَ,,N,잔소리하다,없음,"Form 2 동사로, 강조 또는 반복의 의미를 가질 수 있으며, 지속적으로 잔소리하는 행위를 나타냄.",هَذَّنَ الْوَالِدُ ابْنَهُ عَلَى تَقْصِيرِهِ.,아버지는 아들의 게으름에 잔소리했다.,1
ه-ذ-ن,3,3형,فَاعَلَ,상호동작,هَاذَنَ,,N,속삭이다,"밀담하다, 은밀히 이야기하다","Form III은 상호적인 의미를 가지며, 두 사람 이상이 서로에게 속삭이거나 은밀한 이야기를 나누는 행위를 나타냅니다. 주로 비밀스러운 대화나 사적인 교류를 묘사할 때 사용됩니다.",تَهَاذَنَ الصَّدِيقَانِ بِسِرٍّ.,두 친구는 비밀을 속삭였다.,1
ه-ذ-ن,4,4형,أَفْعَلَ,사역형,أَهْذَنَ,,N,쏟아지게 하다,없음,"주로 비나 눈물 등이 쏟아지게 함을 의미하며, 능동형(Form IV)으로 사용되어 사동의 의미를 가짐. 'ㅎ-ذ-ن' 어근은 기본적으로 '소리'나 '떨어짐'과 관련되어 있음.",أَهْذَنَ الْمَطَرُ السَّمَاءَ.,비가 하늘에서 쏟아지게 했다.,1
ه-ذ-ن,5,5형,تَفَعَّلَ,재귀(2형),تَهَذَّنَ,,N,방울지다,없음,"Form V 동사이며, 일반적으로 비나 땀 등이 방울방울 떨어지는 것을 나타냅니다. 자동사로 사용됩니다.",تَهَذَّنَ العَرَقُ مِنْ جَبِينِهِ.,땀이 그의 이마에서 방울방울 떨어졌다.,1
ه-ذ-ن,6,6형,تَفَاعَلَ,상호재귀,تَهَاذَنَ,,N,서로 주고받다,"서로 선물하다, 서로 베풀다","6형 동사로, 상호 작용을 나타낸다. 즉, 두 명 이상의 주체가 서로에게 '하dhana' (기본 의미는 '쉬움', '유연함' 등)과 관련된 행위를 주고받는다는 의미이다. 주로 관용이나 선물을 주고받는 행위에 사용된다.",تَهَاذَنَ الْأَصْدِقَاءُ الْهَدَايَا فِي الْعِيدِ.,친구들은 축제에 선물을 서로 주고받았다.,1
ه-ذ-ن,7,7형,اِنْفَعَلَ,수동형,اِنْهَذَنَ,,N,닳다,없음,"제7형 동사이며, 주로 '스스로 ~하게 되다' 또는 '영향을 받아 ~하게 되다'의 의미를 갖습니다. 이 경우에는 옷이나 물건 등이 시간이 지나면서 자연스럽게 닳아 해어지는 것을 나타냅니다. 수동태적인 뉘앙스를 포함합니다.",اِنْهَذَنَ الثَّوْبُ مِنَ الْاِسْتِعْمَالِ,옷이 사용으로 인해 닳았다.,1
ه-ذ-ن,8,8형,اِفْتَعَلَ,재귀/중간태,اِهْتَذَنَ,,N,경멸하다,없음,"8형 동사로, 타동사이며, 주어가 어떤 대상을 경멸하는 행위를 나타냅니다. 어근 'ه-ذ-ن'은 기본적으로 가볍고, 무시할 만한 것을 의미하며, 8형에서 그러한 의미를 강화하여 '경멸하다'라는 뜻을 가지게 됩니다.",اِهْتَذَنَ الرَّجُلُ بِكَلامِهِ السَّفِيهِ.,그 남자는 그의 어리석은 말에 경멸감을 느꼈다.,1
ه-ذ-ن,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَهْذَنَ,,N,비웃다,"조롱하다, 농담하다","10형 동사로, 기본 의미에 강조나 강요의 의미가 추가됨. 'هَذَنَ' (중얼거리다)의 의미에서 파생되어, 남을 깎아내리거나 깔보는 듯한 비웃음을 표현할 때 사용됨.",اِسْتَهْذَأَ بِهِ الْجَمِيعُ.,모두가 그를 비웃었다.,1
ه-ر-م,1,1형,فَعَلَ,기본형,هَرَمَ,,Y,늙다,"쇠약해지다, 노쇠하다","나이가 들어 늙거나 쇠약해지는 상태를 나타냅니다. 자동사로 사용됩니다. '하람'은 명사로 '노령, 노쇠'를 의미합니다.",هَرَمَ الرَّجُلُ فِي شَبَابِهِ.‎,그 남자는 젊은 나이에 늙었다.,1
ه-ر-م,2,2형,فَعَّلَ,사동/강조,هَرَّمَ,,Y,노쇠하게 하다,"늙게 하다, 낡게 하다","Form II는 주로 사동의 의미를 가지며, 여기서 '하람 (هَرِمَ, 늙다)'이라는 기본 동사를 사동형으로 만들어 '늙게 하다'라는 의미를 가집니다. 강조의 의미도 내포할 수 있습니다.",هَرَّمَتْهُ الْحُرُوبُ. ,전쟁이 그를 노쇠하게 만들었다.,1
ه-ر-م,3,3형,فَاعَلَ,상호동작,هَارَمَ,,N,늙게 하다,없음,"3형 동사 (مُفَاعَلَة), 주로 대상을 늙게 만드는 행위를 나타냄. 간혹 '늙다'의 의미로도 사용될 수 있지만 드물다.",هَارَمَتْهُ الْحُرُوبُ.,전쟁이 그를 늙게 만들었다.,1
ه-ر-م,4,4형,أَفْعَلَ,사역형,أَهْرَمَ,,Y,노쇠하게 하다,"늙게 하다, 오래되게 하다","Form 4 동사는 사동 또는 변화를 나타내는 경우가 많습니다. 'أَهْرَمَ'는 기본적으로 누군가 또는 무엇인가를 늙게 만들거나, 노쇠하게 만드는 행위를 의미합니다. 때로는 어떤 것을 오래되게 만들어서 효용성을 잃게 하는 의미로도 사용될 수 있습니다.",أَهْرَمَتْهُ الْحُرُوبُ.,전쟁이 그를 노쇠하게 만들었다.,1
ه-ر-م,5,5형,تَفَعَّلَ,재귀(2형),تَهَرَّمَ,,Y,늙다,"쇠약해지다, 노화되다","Form V는 '자동적'인 의미를 갖는 경우가 많으며, 여기서는 '늙어지다'라는 과정 자체를 강조합니다. 단순히 나이가 많음을 나타내는 것이 아니라, 노화의 과정을 겪는 것을 의미합니다.",تَهَرَّمَ الرَّجُلُ بَعْدَ سَنَوَاتٍ طَوِيلَةٍ.,그 남자는 오랜 세월 후에 늙었다.,1
ه-ر-م,6,6형,تَفَاعَلَ,상호재귀,تَهَارَمَ,,N,늙은 체하다,없음,6형 동사는 주로 상호 작용이나 연기를 나타냅니다. 'تَهَارَمَ'는 실제로 늙지 않았지만 늙은 것처럼 행동하거나 늙은 척하는 행위를 의미합니다.,تَهَارَمَ الرَّجُلُ لِيَحْصُلَ عَلَى مَقْعَدٍ فِي الْحَافِلَةِ.,그 남자는 버스에서 자리를 얻기 위해 늙은 척했다.,1
ه-ر-م,7,7형,اِنْفَعَلَ,수동형,اِنْهَرَمَ,,N,늙다,없음,"제7형 동사로, 자동적인 과정이나 상태 변화를 나타냅니다. '점점 늙어지다'와 같이 시간의 흐름에 따른 변화를 강조합니다.",اِنْهَرَمَ الشَّيْخُ بَعْدَ عُمْرٍ طَوِيلٍ,그 노인은 오랜 세월 후 늙었다.,1
ه-ر-م,8,8형,اِفْتَعَلَ,재귀/중간태,اِهْتَرَمَ,,N,늙다,없음,"Form VIII은 주로 자동사적 의미를 가지며, '늙다'는 상태 변화를 나타냅니다. 어근 'ه-ر-م'은 노쇠, 쇠퇴와 관련된 의미를 내포합니다.",اِهْتَرَمَ الشَّيْخُ.,그 노인이 늙었다.,1
ه-ر-م,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَهْرَمَ,,N,노쇠하다,"늙어 보이다, 노령으로 여기다","10형 동사로, 기본적으로 '늙다'라는 어근(ه-ر-م)의 의미를 강조하거나, 다른 대상에게 '늙었다고 여기다/판단하다'의 의미를 부여할 수 있습니다. 즉, 단순히 나이가 드는 것을 넘어 노쇠함, 노령에 대한 인식, 혹은 그렇게 보이게 하는 행위 등을 포함할 수 있습니다.",اِسْتَهْرَمَ الرَّجُلُ فِي شَبَابِهِ.‎,그 남자는 젊은 나이에 노쇠해 보였다.,1
ه-ض-ة,1,1형,فَعَلَ,기본형,هَضَةَ,,Y,억압하다,없음,이 동사는 기본적으로 사람이나 집단 등을 억압하거나 탄압하는 행위를 나타냅니다. 물리적인 힘이나 권력을 이용하여 자유나 권리를 침해하는 것을 의미할 수 있습니다.,هَضَةَ الظَّالِمُ الشَّعْبَ.,폭군이 백성을 억압했다.,1
ه-ض-ة,2,2형,فَعَّلَ,사동/강조,هَضَّةَ,,Y,부수다,"짓밟다, 으깨다","타동사이며, 강한 힘으로 무언가를 부수거나 짓밟는 행위를 나타냅니다. 주로 딱딱하거나 덩어리진 대상을 파괴하는 데 사용됩니다. 강조의 의미를 지닌 2형 동사입니다.",هَضَّ الْجَيْشُ الْحِصْنَ.,군대가 요새를 부쉈다.,1
ه-ض-ة,3,3형,فَاعَلَ,상호동작,هَاضَةَ,,N,약화시키다,없음,"주로 추상적인 대상을 약화시키거나 훼손시키는 의미로 사용됩니다. 특히 권위, 지위, 영향력 등을 약화시키는 맥락에서 쓰입니다. 3형 동사이며, 사동의 의미를 내포합니다.",هاضَتِ الأَزْمَةُ سُمْعَةَ الشَّرِكَةِ.,그 위기는 회사의 명성을 약화시켰다.,1
ه-ض-ة,4,4형,أَفْعَلَ,사역형,أَهْضَةَ,,Y,위축시키다,"억누르다, 약화시키다","Form IV 동사로, 주로 어떤 것을 감소시키거나 약화시키는 의미를 가집니다. 사동형의 뉘앙스를 포함하여, 타인이나 대상에게 영향을 주어 위축시키거나 억누르는 행위를 나타냅니다.",أَهْضَةَ الْخَوْفُ عَزِيمَتَهُ.,두려움이 그의 결의를 위축시켰다.,1
ه-ض-ة,5,5형,تَفَعَّلَ,재귀(2형),تَهَضَّةَ,,Y,움푹 들어가다,없음,"형태 5는 주로 자동사이며, 대상이 스스로 '움푹 들어가다', '움푹 패이다' 등의 의미를 나타냅니다. 주로 지형이나 표면에 적용됩니다.",تَهَضَّأَ الْوَادِي بَيْنَ الْجِبَالِ,그 계곡은 산들 사이에 움푹 들어갔다.,1
ه-ض-ة,6,6형,تَفَاعَلَ,상호재귀,تَهَاضَةَ,,N,서로 깎다,"서로 낮추다, 서로 굴욕시키다","6형 동사는 주로 상호 작용을 나타내며, 이 동사는 서로 깎거나 낮추는 행위를 의미합니다. 'تهَاضَةَ'는 타와 타바달라(تواضع وتبادل)와 같은 의미로도 해석될 수 있습니다.",تَهَاضَةَ الرَّجُلانِ أَمَامَ الْحَاضِرِينَ.,두 남자는 참석자들 앞에서 서로를 낮추었다.,1
ه-ض-ة,7,7형,اِنْفَعَلَ,수동형,اِنْهَضَةَ,,Y,일어나다,없음,"제7형 동사이며, 주로 수동태나 자동사로 사용됩니다. 능동적인 행위보다는 어떤 상태로 변화하는 것을 나타냅니다.",اِنْهَضْ مِنَ الْفِرَاشِ بَاكِرًا.,침대에서 일찍 일어나세요.,1
ه-ض-ة,8,8형,اِفْتَعَلَ,재귀/중간태,اِهْتَضَةَ,,N,억압받다,없음,"8형은 주로 수동태나 재귀적인 의미를 갖는데, 'اِهْتَضَمَ'은 '억압하다'라는 의미의 기본 동사에서 파생되어 '억압받다', '부당한 대우를 받다'와 같은 수동적인 의미를 나타냅니다.",اُهْتُضَ حَقُّهُ فِي الْمَحْكَمَةِ,그의 권리는 법정에서 억압받았다.,1
ه-ض-ة,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَهْضَةَ,,N,소화하다,없음,"제 10형 동사로, 사동의 의미를 가지며, 주로 음식을 소화하는 데 사용됩니다.",إِسْتَهْضَمَ الطَّعَامَ بِسُرْعَةٍ.,그는 음식을 빠르게 소화했다.,1
ه-م-ل,1,1형,فَعَلَ,기본형,هَمَلَ,,Y,쏟아지다,"줄줄 흐르다, 무시하다, 내버려두다","주로 액체가 쏟아지거나 흘러내리는 것을 묘사할 때 사용되며, 비유적으로 방치하거나 무시하는 의미로도 쓰입니다. 액체가 통제되지 않고 자유롭게 흐르는 이미지를 내포합니다.",هَمَلَتِ الدُّمُوعُ مِنْ عَيْنَيْهِ.,눈물이 그의 눈에서 쏟아졌다.,1
ه-م-ل,2,2형,فَعَّلَ,사동/강조,هَمَّلَ,,Y,쏟아지다,"소홀히 하다, 내버려두다","주로 액체가 쏟아지는 것을 묘사하거나, 어떤 것을 방치하고 소홀히 하는 행위를 나타낸다. 강하게 내리는 비나 눈, 눈물 등을 표현할 때 사용될 수 있다. Form 2는 동사의 의미를 강조하거나 강하게 만드는 경향이 있다.",همّلَتِ السَّمَاءُ مَطَرًا غَزِيرًا.,하늘이 많은 비를 쏟아부었다.,1
ه-م-ل,3,3형,فَاعَلَ,상호동작,هَامَلَ,,Y,소홀히 하다,"게을리 하다, 방치하다","3형 동사로, 상호간의 무관심, 게으름, 또는 책임을 소홀히 함을 나타냅니다. 종종 (فِي)와 함께 쓰여 대상을 명시합니다. 반복적인 성격이나 상호성을 내포할 수 있습니다.",هَامَلَ الْمُوَظَّفُ عَمَلَهُ. ,직원은 자신의 일을 소홀히 했다.,1
ه-م-ل,4,4형,أَفْعَلَ,사역형,أَهْمَلَ,,Y,소홀히 하다,"무시하다, 방치하다","4형 동사 (أَفْعَلَ) 로, 기본적으로 동사 의미에 사동/전이 의미를 더합니다. 따라서 '내버려두다, 소홀하게 만들다' 와 같은 의미를 내포합니다. 목적어가 필요합니다.",أَهْمَلَ الطَّالِبُ دُرُوسَهُ,그 학생은 그의 공부를 소홀히 했다.,1
ه-م-ل,5,5형,تَفَعَّلَ,재귀(2형),تَهَمَّلَ,,Y,게을리하다,"소홀히 하다, 방치하다","5형 동사로, 1형 동사 'هَمَلَ' (흐르다, 떨어지다)에서 파생되어 '일부러 ~하는 듯 하다' 또는 '자기 자신을 ~하게 내버려 두다'라는 의미를 내포합니다. 주로 책임이나 의무를 게을리하거나 소홀히 하는 맥락에서 사용됩니다.",تَهَمَّلَ الطّالِبُ دُرُوسَهُ.,그 학생은 자신의 공부를 게을리했다.,1
ه-م-ل,6,6형,تَفَاعَلَ,상호재귀,تَهَامَلَ,,Y,쏟아지다,"내리다, 줄줄 흐르다, (눈물이) 글썽이다","6형은 상호성을 나타내며, 특히 비나 눈물 등이 '쏟아지듯이' 내리거나 흐르는 것을 묘사할 때 사용됩니다. 과장된 이미지나 점진적인 진행을 함축할 수 있습니다. 가끔은 '가짜로 ~하다' (pretend to) 라는 의미로도 쓰일 수 있습니다.",تَهَامَلَتِ الدُّمُوعُ مِنْ عَيْنَيْهِ.,눈물이 그의 눈에서 쏟아져 내렸다.,1
ه-م-ل,7,7형,اِنْفَعَلَ,수동형,اِنْهَمَلَ,,Y,쏟아지다,없음,"7형은 주로 수동적 의미나 자동사적 의미를 나타냅니다. 'اِنْهَمَلَ'는 액체(주로 눈물, 비 등)가 쉼 없이 쏟아지는 것을 의미하며, 강렬함과 지속성을 내포합니다.",اِنْهَمَلَتِ الدُّمُوعُ مِن عَيْنَيْهِ.‎,눈물이 그의 눈에서 쏟아졌다.,1
ه-م-ل,8,8형,اِفْتَعَلَ,재귀/중간태,اِهْتَمَلَ,,N,소홀히 하다,"무시하다, 간과하다","8형은 자동사로 사용되는 경우가 많으며, 어떤 것에 대한 관심이나 주의를 기울이지 않는 행위를 나타냅니다. 뿌리 ه-م-ل는 '눈물을 흘리다', '쏟아지다' 등의 뜻을 가지며, 여기서 파생되어 '소홀히 하다'는 마치 물이 흐르듯 관심을 흘려보내는 듯한 의미를 내포합니다.",لَا تَهْتَمِلْ صِحَّتَكَ.‎ (lā tahtamil ṣiḥḥataka.),너의 건강을 소홀히 하지 마라.,1
ه-م-ل,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَهْمَلَ,,N,소홀히 하다,"무시하다, 방치하다","10형 동사로, 주로 '찾다', '요구하다', '간주하다' 등의 의미를 가지며, 여기서는 '소홀하다고 간주하다'의 뉘앙스를 내포한다. 자동사/타동사 둘 다 사용 가능하다.",اِسْتَهْمَلَ الْمُدِيرُ تَقْرِيرَ الْمُوَظَّفِ. ,부장은 직원의 보고서를 소홀히 했다.,1
ه-ن-ت,1,1형,فَعَلَ,기본형,هَنَتَ,,Y,멸망하다,없음,"주로 부정적인 의미로 사용되며, 파괴, 종말, 죽음을 나타낸다.",هَنَتِ الدِّيَارُ,집들이 멸망했다.,1
ه-ن-ت,2,2형,فَعَّلَ,사동/강조,هَنَّتَ,,Y,축하하다,없음,"타동사이며, 주로 결혼, 출산, 성공 등 기쁜 일을 축하할 때 사용됩니다. 'تهنئة' (타흐니'아)는 명사형으로 '축하'를 의미합니다. 종종 전치사 'على'와 함께 사용되어 '~에 대해 축하하다'라는 의미를 나타냅니다.",هَنَّتْهُ بِمُنَاسَبَةِ زَوَاجِهِ.,그녀는 그의 결혼을 축하했다.,1
ه-ن-ت,3,3형,فَاعَلَ,상호동작,هَانَتَ,,Y,축복하다,없음,"타동사로, 주로 '축복하다', '행복을 빌다' 등의 의미로 사용됩니다. Form III 동사에서 흔히 보이는 상호 작용의 의미는 이 동사에서는 두드러지지 않습니다.",هَانَتَ الْمَرْأَةُ زَوْجَهَا.,여자가 남편을 축복했다.,1
ه-ن-ت,4,4형,أَفْعَلَ,사역형,أَهْنَتَ,,Y,멸시하다,"굴욕시키다, 모욕하다, 경멸하다","4형 동사로, 기본 의미인 'هُون' (쉽다, 하찮다)에서 파생되어 타인을 하찮게 여기거나, 굴욕감을 주는 행위를 나타냅니다. 사동의 의미를 가집니다.",أَهْنَتْهُ بِكَلِمَاتٍ قَاسِيَةٍ.,그녀는 가혹한 말로 그를 멸시했다.,1
ه-ن-ت,5,5형,تَفَعَّلَ,재귀(2형),تَهَنَّتَ,,N,기뻐하다,없음,"5형 동사로, 재귀적인 의미를 가지며, '행복해지다', '즐거워하다' 등의 감정을 나타냅니다. 또한, 행위의 결과로 인해 즐거움을 얻는 것을 강조할 수 있습니다.",تَهَنَّتْ سَعَادُ بِالنَّجَاحِ.,사아드는 성공으로 인해 기뻐했다.,1
ه-ن-ت,6,6형,تَفَاعَلَ,상호재귀,تَهَانَتَ,,N,축하하다,없음,"6형 동사로, 상호 축하, 서로 축하하는 행위를 나타냅니다. 상대방에게 축하 인사를 건네는 행위와 그것에 대한 응답을 포함하는 경우가 많습니다.",تَهَانَتِ الْفَرِيقَانِ بَعْضُهُمَا بَعْضًا بَعْدَ الْمُبَارَاةِ.,두 팀은 경기 후에 서로 축하했다.,1
ه-ن-ت,7,7형,اِنْفَعَلَ,수동형,اِنْهَنَتَ,,N,구부러지다,없음,7형 동사는 주로 수동태 또는 재귀적인 의미를 가집니다. 'اِنْهَنَتَ'는 스스로 구부러지거나 휘어지는 것을 나타냅니다.,اِنْهَنَتِ الشَّجَرَةُ بِسَبَبِ الرِّيَاحِ الشَّدِيدَةِ.,나무는 강한 바람 때문에 구부러졌다.,1
ه-ن-ت,8,8형,اِفْتَعَلَ,재귀/중간태,اِهْتَنَتَ,,N,기뻐하다,"축하하다, 행복해하다","8형 동사는 상호성 또는 재귀성을 나타낼 수 있으며, 'اِهْتَنَتَ'는 주로 기쁨이나 축하와 관련된 감정을 나타낸다. 자기가 행복해하거나, 남을 축하하며 기뻐하는 뉘앙스를 가진다.",اِهْتَنَتْ بِالنَّجَاحِ. ,그녀는 성공으로 기뻐했다.,1
ه-ن-ت,10,10형,اِسْتَفْعَلَ,신청/요구,اِسْتَهْنَتَ,,Y,경멸하다,"멸시하다, 하찮게 여기다","10형 동사로, 강한 정도나 노력을 나타냅니다. 이 경우에는 '심하게' 또는 '완전히' 경멸한다는 의미를 내포합니다.",إِسْتَهْنَتِ الشَّرِكَةُ بِعُمَلَائِهَا.,회사는 고객들을 경멸했다.,1
